Specie	TAB007	TAB008	TAB009	TAB010	APW023	APO164	APO165	APO166	APO167	APP365	APP366	APP373	APP374	APP375	APP376	APP377	APP378	APP1211	APP1212	APP1223	APP1224	APP1235	APP1236	APP1307	APP1308	APP1319	APP1320	APP1331	APP1332	APP1355	APP1356	APP1367	APP1368	APP1379	APP1380	APP1391	APP1392	APP1417	APP1418	APP1419	APP1420	APP1421	APP1422	APP1423	APP1424	APP1425	APP1426	APP1439	APP1440	APP1499	APP1500	APP1511	APP1512	APP1522	APP1523	APP1524	APP1534
d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Spumaretrovirinae;g__Spumavirus;s__African_green_monkey_simian_foamy_virus	1.0	0.0	2.0	2.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	10.002	0.0	7.0	4.0	0.0	4.0	2.0	0.0	0.0	4.0	0.0	0.0	3.0	3.0	2.0	0.0	5.0	0.0	2.0	0.0	3.0	3.0	2.0	0.0	3.0	4.0	6.0	0.0	5.0	3.0	0.0	0.0	6.0	1.0	6.0	1.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	5.0	2.0	1.0
d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Spumaretrovirinae;g__Spumavirus;s__Macaque_simian_foamy_virus	1.0	0.0	2.0	2.0	1.0	3.0	0.0	0.0	2.0	0.0	0.0	10.002	0.0	7.0	4.0	0.0	5.0	3.0	0.0	0.0	4.0	0.0	0.0	3.0	3.0	2.0	0.0	5.0	0.0	2.0	0.0	3.0	1.0	2.0	0.0	3.0	4.0	6.0	3.007	5.0	3.0	0.0	0.0	6.0	1.0	6.0	1.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	5.0	2.0	1.0
d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Spumaretrovirinae;g__Spumavirus;s__Simian_foamy_virus	1.0	1.0	2.0	2.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	10.002	0.0	10.0	5.0	0.0	5.0	5.0	1.0	0.0	4.0	2.0	0.0	6.0	3.0	2.0	1.0	5.0	0.0	3.0	0.0	5.0	3.0	4.0	0.0	4.0	4.0	7.0	2.0	6.0	3.0	0.0	1.0	6.0	1.0	8.0	1.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	5.0	3.0	1.0
d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__unclassified_Retroviridae;-__Human_endogenous_retroviruses;s__Human_endogenous_retrovirus_K	2.0	0.0	3.0	2.0	1.0	2.0	0.0	0.0	3.0	0.0	2.0	5.002	0.0	2.0	1.0	2.0	0.0	6.0	0.0	0.0	2.0	0.0	0.0	4.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	7.006	6.0	1.0	0.0	3.0	1.0	0.0	1.0	10.004	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	10.001	0.0	0.0	15.002	0.0
d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Adenoviridae;g__Mastadenovirus;s__Human_mastadenovirus_A	28.001	20.002	27.0	22.0	13.002	14.0	12.0	15.003	4.0	1.0	27.008	33.003	2.0	50.0	28.0	34.0	1.0	70.003	17.0	9.0	18.0	16.0	2.0	21.0	24.003	8.0	6.0	22.003	4.0	6.0	30.001	60.002	26.007	30.009	32.002	24.003	64.001	60.006	23.004	24.0	64.005	16.0	19.0	57.004	28.0	36.004	7.0	0.0	0.0	6.0	5.0	21.0	1.0	2.0	15.0	22.0	8.0
d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Adenoviridae;g__Mastadenovirus;s__Human_mastadenovirus_B	29.001	20.002	30.0	24.0	1.0	16.0	13.0	15.003	4.0	1.0	23.008	35.003	2.0	56.0	33.0	34.0	1.0	72.003	14.0	10.0	19.0	19.0	2.0	28.006	27.003	9.0	5.0	21.003	5.0	5.0	32.001	59.002	29.0	0.0	37.002	23.003	68.001	65.006	25.004	26.0	67.005	19.0	22.004	1.0	27.0	36.004	7.0	0.0	27.0	8.0	5.0	23.0	1.0	1.0	16.0	26.0	8.0
d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Adenoviridae;g__Mastadenovirus;s__Human_mastadenovirus_C	29.001	21.002	32.0	27.0	13.002	14.0	13.0	15.003	2.0	1.0	0.0	36.003	2.0	53.0	28.0	35.004	0.0	70.003	14.0	0.0	19.0	17.0	2.0	21.0	26.003	9.0	5.0	21.003	5.0	5.0	34.001	61.002	26.0	29.0	34.002	24.003	66.001	63.006	23.004	26.0	67.005	17.0	23.004	2.0	25.0	37.004	7.0	0.0	33.004	6.0	5.0	22.0	1.0	1.0	18.0	24.0	8.0
d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Adenoviridae;g__Mastadenovirus;s__Human_mastadenovirus_D	30.001	21.002	27.0	21.0	16.002	18.0	13.0	15.003	4.0	1.0	0.0	38.003	2.0	55.0	34.0	3.0	27.003	72.003	16.0	0.0	18.0	18.0	2.0	25.0	25.003	9.0	7.0	19.0	5.0	5.0	32.001	59.002	31.0	34.009	36.002	25.003	66.001	64.006	24.004	29.0	71.005	17.0	20.0	3.0	2.0	37.004	7.0	0.0	1.0	6.0	8.0	23.0	1.0	2.0	18.0	21.0	9.0
d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Adenoviridae;g__Mastadenovirus;s__Human_mastadenovirus_E	29.001	19.002	31.0	25.0	0.0	14.0	13.0	15.003	2.0	1.0	22.0	35.003	2.0	53.0	33.0	35.0	27.003	71.003	14.0	0.0	19.0	16.0	2.0	26.0	26.003	10.0	5.0	20.003	5.0	5.0	32.001	57.002	27.0	26.0	35.002	23.003	66.001	60.006	23.004	31.0	67.005	18.0	21.004	68.004	26.0	38.004	7.0	0.0	28.0	5.0	7.0	24.0	1.0	0.0	16.0	21.0	8.0
d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Adenoviridae;g__Mastadenovirus;s__Human_mastadenovirus_F	28.001	21.002	25.0	21.0	0.0	14.0	11.0	15.003	2.0	1.0	0.0	32.003	2.0	46.0	25.0	34.004	22.003	71.003	14.0	11.0	17.0	15.0	2.0	21.0	24.003	5.0	5.0	1.0	5.0	6.0	30.001	56.002	27.007	24.0	32.002	24.003	65.001	57.006	22.004	26.0	60.005	16.0	19.004	1.0	23.0	35.004	7.0	0.0	23.0	6.0	5.0	21.0	1.0	2.0	14.0	20.0	8.0
d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Adenoviridae;g__Mastadenovirus;s__Human_mastadenovirus_G	30.001	19.002	25.0	22.0	13.002	15.0	13.0	15.003	2.0	1.0	26.008	34.003	2.0	46.0	27.0	35.0	25.003	68.003	14.0	9.0	14.0	15.0	2.0	21.0	25.003	6.0	5.0	22.003	4.0	5.0	29.001	58.002	24.0	26.0	30.002	24.003	64.001	57.006	22.004	27.0	63.005	16.0	19.0	1.0	25.0	35.004	7.0	0.0	23.0	6.0	5.0	21.0	1.0	2.0	13.0	20.0	8.0
d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Adenoviridae;g__Mastadenovirus;s__Platyrrhini_mastadenovirus_A	0.0	19.002	21.0	20.0	0.0	11.0	10.0	15.003	3.0	1.0	0.0	0.0	2.0	39.0	19.0	26.0	0.0	0.0	0.0	8.0	13.0	13.0	1.0	17.0	22.003	5.0	4.0	17.0	4.0	4.0	28.001	0.0	19.007	19.0	28.002	22.003	64.001	52.006	20.004	18.0	55.005	15.0	17.004	0.0	0.0	1.0	7.0	0.0	22.0	4.0	4.0	20.0	1.0	0.0	13.0	16.0	7.0
d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;-__unclassified_Papillomaviridae;-__Human_papillomavirus_types;s__Human_papillomavirus	0.0	19.0	0.0	0.0	5.0	1.0	13.0	23.002	0.0	0.0	0.0	22.0	3.0	62.0	0.0	39.0	0.0	0.0	0.0	28.001	14.0	29.003	1.0	0.0	13.0	11.0	4.0	21.004	12.003	16.002	19.006	49.005	0.0	41.0	27.003	1.0	32.0	0.0	9.0	26.0	0.0	27.006	26.002	73.002	0.0	43.002	15.0	1.0	3.0	3.0	9.0	0.0	3.0	4.0	9.0	22.009	6.0
d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;-__unclassified_Papillomaviridae;-__Human_papillomavirus_types;s__Human_papillomavirus_type_136	0.0	18.0	0.0	0.0	4.0	1.0	11.0	22.002	0.0	0.0	0.0	20.0	3.0	56.0	0.0	0.0	24.002	0.0	5.0	0.0	13.0	24.0	1.0	18.005	10.0	11.0	4.0	19.004	0.0	0.0	19.006	2.0	22.0	1.0	24.0	1.0	27.0	0.0	9.0	23.0	57.007	24.006	1.0	0.0	0.0	41.002	13.0	1.0	2.0	1.0	7.0	29.002	2.0	3.0	5.0	18.009	5.0
d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;-__unclassified_Papillomaviridae;-__Human_papillomavirus_types;s__Human_papillomavirus_type_140	0.0	18.0	0.0	0.0	4.0	1.0	12.0	23.002	0.0	0.0	0.0	21.0	3.0	55.0	0.0	0.0	0.0	0.0	6.0	26.001	13.0	26.003	1.0	19.0	11.0	11.0	4.0	18.0	0.0	0.0	19.006	0.0	22.0	0.0	24.0	1.0	27.0	0.0	9.0	23.0	56.007	26.006	0.0	65.002	0.0	41.002	15.003	1.0	3.0	1.0	8.0	29.002	2.0	2.0	6.0	19.009	6.0
d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;-__unclassified_Papillomaviridae;-__Human_papillomavirus_types;s__Human_papillomavirus_type_141	0.0	17.0	0.0	0.0	4.0	1.0	11.0	21.002	0.0	0.0	0.0	19.0	3.0	54.0	0.0	0.0	24.002	72.002	5.0	0.0	12.0	24.0	1.0	19.005	10.0	12.0	4.0	0.0	0.0	0.0	19.006	0.0	23.0	0.0	23.0	1.0	25.0	0.0	9.0	22.0	58.007	0.0	0.0	0.0	0.0	41.002	0.0	1.0	2.0	1.0	7.0	29.002	2.0	2.0	6.0	18.009	5.0
d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;-__unclassified_Papillomaviridae;-__Human_papillomavirus_types;s__Human_papillomavirus_type_143	25.004	18.0	36.0	35.0	3.0	2.0	12.0	0.0	18.001	0.0	24.0	0.0	3.0	59.0	47.002	0.0	0.0	0.0	7.0	28.001	14.0	28.003	1.0	26.005	0.0	9.0	5.0	20.004	13.003	17.002	22.006	46.005	27.0	0.0	29.003	1.0	29.0	0.0	10.0	25.0	59.007	27.006	27.002	71.002	0.0	44.002	15.0	2.0	3.0	2.0	10.0	32.002	2.0	4.0	8.0	21.009	6.0
d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;-__unclassified_Papillomaviridae;-__Human_papillomavirus_types;s__Human_papillomavirus_type_145	0.0	18.0	35.0	35.005	4.0	2.0	13.0	0.0	18.001	0.0	23.0	23.0	3.0	0.0	46.002	0.0	27.002	0.0	5.0	28.001	13.0	28.003	1.0	0.0	10.0	10.0	5.0	21.004	13.003	17.002	22.006	46.005	0.0	41.0	26.003	1.0	28.0	143.001	10.0	23.0	59.007	27.006	25.002	71.002	0.0	45.002	15.0	2.0	3.0	3.0	9.0	0.0	2.0	4.0	7.0	22.009	6.0
d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;-__unclassified_Papillomaviridae;-__Human_papillomavirus_types;s__Human_papillomavirus_type_154	0.0	19.003	0.0	0.0	4.0	1.0	12.0	22.002	0.0	0.0	0.0	20.0	3.0	54.0	0.0	0.0	24.002	0.0	5.0	0.0	13.0	24.0	1.0	19.005	10.0	11.0	3.0	19.004	0.0	0.0	19.006	0.0	22.0	0.0	25.003	1.0	26.0	0.0	8.0	23.0	57.007	24.006	0.0	0.0	0.0	40.002	0.0	1.0	3.0	1.0	8.0	0.0	2.0	2.0	6.0	18.009	6.0
d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;-__unclassified_Papillomaviridae;-__Human_papillomavirus_types;s__Human_papillomavirus_type_155	0.0	0.0	0.0	0.0	4.0	2.0	11.0	0.0	0.0	0.0	0.0	20.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	14.0	25.003	1.0	0.0	13.0	11.0	3.0	21.004	13.003	0.0	19.006	44.005	19.0	39.0	24.0	1.0	28.0	0.0	9.0	24.0	57.007	26.006	0.0	0.0	0.0	40.002	14.0	1.0	2.0	2.0	7.0	30.002	1.0	2.0	7.0	20.009	5.0
d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;-__unclassified_Papillomaviridae;-__Human_papillomavirus_types;s__Human_papillomavirus_type_179	0.0	0.0	0.0	0.0	5.0	1.0	11.0	22.002	0.0	0.0	0.0	21.0	3.0	58.0	44.002	35.0	0.0	0.0	5.0	28.001	13.0	29.003	1.0	18.005	0.0	11.0	4.0	19.0	0.0	15.002	20.006	48.005	0.0	0.0	24.0	1.0	29.0	0.0	9.0	21.0	57.007	27.006	24.002	65.002	0.0	0.0	15.003	1.0	3.0	1.0	8.0	29.002	3.0	2.0	6.0	20.009	6.0
d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;-__unclassified_Papillomaviridae;-__Human_papillomavirus_types;s__Human_papillomavirus_type_197	0.0	19.003	0.0	0.0	5.0	1.0	11.0	22.002	0.0	0.0	20.0	21.0	2.0	53.0	0.0	0.0	24.002	0.0	5.0	0.0	13.0	0.0	1.0	0.0	10.0	11.0	4.0	0.0	0.0	0.0	18.006	0.0	21.0	0.0	23.0	1.0	28.0	0.0	9.0	24.0	56.007	26.006	0.0	0.0	0.0	0.0	15.0	1.0	2.0	1.0	7.0	0.0	2.0	4.0	7.0	20.009	5.0
d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;-__unclassified_Papillomaviridae;-__Human_papillomavirus_types;s__Human_papillomavirus_type_78	1.0	0.0	43.005	39.006	3.0	0.0	12.0	0.0	0.0	0.0	26.009	1.0	3.0	0.0	47.002	3.0	28.002	0.0	5.0	29.001	14.0	27.003	1.0	24.005	13.0	9.0	4.0	22.004	12.003	18.002	0.0	52.005	2.0	3.0	26.003	31.002	0.0	0.0	7.0	25.0	59.007	1.0	0.0	1.0	46.001	0.0	0.0	1.0	3.0	1.0	10.0	29.002	2.0	0.0	5.0	0.0	6.0
d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Alphapapillomavirus;s__Alphapapillomavirus_1	0.0	0.0	40.005	38.0	3.0	0.0	12.0	0.0	0.0	0.0	26.009	2.0	3.0	1.0	48.002	4.0	29.002	0.0	6.0	30.001	13.0	26.003	1.0	25.005	13.0	9.0	3.0	23.004	12.003	18.002	0.0	54.005	3.0	3.0	26.003	29.002	0.0	0.0	8.0	27.0	61.007	0.0	0.0	1.0	46.001	3.0	0.0	1.0	2.0	2.0	10.0	29.002	2.0	0.0	5.0	0.0	6.0
d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Alphapapillomavirus;s__Alphapapillomavirus_10	1.0	18.0	42.005	41.005	3.0	0.0	14.0	23.002	1.0	0.0	30.009	1.0	3.0	0.0	52.002	5.0	0.0	0.0	6.0	28.001	0.0	0.0	1.0	0.0	13.0	11.0	4.0	23.004	13.003	18.002	24.006	55.005	4.0	6.0	29.003	34.002	33.0	156.001	9.0	30.0	1.0	30.006	0.0	0.0	48.001	4.0	15.0	2.0	4.0	2.0	10.0	29.002	2.0	4.0	0.0	23.009	6.0
d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Alphapapillomavirus;s__Alphapapillomavirus_11	0.0	1.0	43.005	40.005	3.0	0.0	13.0	0.0	0.0	0.0	27.009	1.0	3.0	0.0	49.002	4.0	29.002	0.0	6.0	30.001	0.0	27.003	1.0	25.005	13.0	10.0	4.0	23.004	13.003	17.002	0.0	56.005	3.0	3.0	27.003	0.0	0.0	0.0	9.0	26.0	2.0	27.006	4.0	0.0	49.001	0.0	0.0	1.0	2.0	2.0	9.0	29.002	3.0	2.0	5.0	18.009	6.0
d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Alphapapillomavirus;s__Alphapapillomavirus_13	0.0	17.0	39.005	38.0	3.0	0.0	13.0	0.0	0.0	0.0	26.009	1.0	3.0	0.0	48.002	4.0	29.002	0.0	4.0	28.001	16.0	0.0	1.0	0.0	13.0	11.0	3.0	23.004	12.003	18.002	0.0	52.005	2.0	2.0	27.003	0.0	0.0	1.0	8.0	26.0	60.007	1.0	1.0	0.0	0.0	2.0	0.0	1.0	2.0	2.0	9.0	29.002	2.0	2.0	5.0	19.009	7.0
d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Alphapapillomavirus;s__Alphapapillomavirus_14	1.0	0.0	43.005	40.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	48.002	6.0	30.002	0.0	6.0	29.001	15.0	0.0	1.0	0.0	13.0	10.0	4.0	23.004	12.003	18.002	0.0	55.005	3.0	4.0	26.0	0.0	0.0	0.0	7.0	28.0	63.007	27.006	2.0	3.0	49.001	1.0	0.0	1.0	3.0	2.0	10.0	29.002	3.0	2.0	0.0	0.0	6.0
d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Alphapapillomavirus;s__Alphapapillomavirus_2	1.0	0.0	45.005	43.005	3.0	3.0	14.0	0.0	1.0	0.0	27.009	1.0	3.0	0.0	51.002	3.0	31.002	0.0	6.0	29.001	16.0	27.003	1.0	1.0	13.0	11.0	5.0	22.004	13.003	18.002	23.006	54.005	4.0	4.0	28.003	31.002	32.0	0.0	9.0	26.0	62.007	1.0	3.0	1.0	48.001	0.0	15.0	2.0	4.0	2.0	10.0	29.002	2.0	0.0	5.0	20.009	6.0
d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Alphapapillomavirus;s__Alphapapillomavirus_3	1.0	18.0	43.005	41.005	3.0	1.0	14.0	23.002	2.0	0.0	27.009	2.0	3.0	68.0	51.002	5.0	29.002	1.0	0.0	30.001	15.0	27.003	1.0	1.0	13.0	12.0	5.0	24.004	12.003	18.002	24.006	55.005	5.0	5.0	28.003	0.0	33.0	154.001	8.0	27.0	0.0	31.006	25.002	2.0	1.0	5.0	0.0	2.0	4.0	3.0	10.0	29.002	4.0	2.0	8.0	22.009	7.0
d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Alphapapillomavirus;s__Alphapapillomavirus_4	0.0	1.0	0.0	39.005	3.0	0.0	13.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	5.0	28.002	0.0	6.0	29.001	14.0	26.003	1.0	24.005	13.0	10.0	4.0	22.004	13.003	18.002	23.006	52.005	3.0	4.0	27.003	0.0	30.0	1.0	7.0	0.0	59.007	0.0	0.0	0.0	47.001	1.0	0.0	1.0	3.0	2.0	10.0	29.002	2.0	0.0	5.0	18.009	6.0
d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Alphapapillomavirus;s__Alphapapillomavirus_5	1.0	2.0	43.005	42.006	3.0	1.0	13.0	0.0	1.0	0.0	27.009	2.0	2.0	0.0	51.002	6.0	31.002	0.0	7.0	29.001	17.0	27.003	1.0	1.0	13.0	9.0	4.0	22.004	13.003	18.002	0.0	55.005	3.0	3.0	26.0	33.002	0.0	1.0	8.0	26.0	0.0	27.006	0.0	0.0	0.0	0.0	0.0	1.0	3.0	2.0	10.0	29.002	2.0	0.0	6.0	0.0	6.0
d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Alphapapillomavirus;s__Alphapapillomavirus_6	0.0	2.0	0.0	40.0	3.0	13.002	14.0	0.0	1.0	0.0	27.009	1.0	3.0	2.0	49.002	5.0	30.002	0.0	6.0	29.001	16.0	26.0	1.0	1.0	11.0	9.0	4.0	25.004	13.003	18.002	0.0	56.005	3.0	6.0	24.0	32.002	0.0	2.0	9.0	30.0	0.0	29.006	0.0	0.0	48.001	3.0	0.0	1.0	3.0	3.0	9.0	30.002	2.0	0.0	6.0	8.005	6.0
d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Alphapapillomavirus;s__Alphapapillomavirus_7	1.0	0.0	46.005	42.0	3.0	3.0	0.0	1.0	1.0	0.0	29.009	1.0	3.0	1.0	55.002	7.0	31.002	1.0	0.0	30.001	18.0	28.003	1.0	2.0	13.0	0.0	5.0	23.004	14.003	18.002	0.0	59.005	5.0	4.0	26.0	35.002	1.0	2.0	8.0	28.0	0.0	29.006	1.0	0.0	51.001	9.0	0.0	1.0	3.0	2.0	10.0	30.002	3.0	2.0	6.0	0.0	8.0
